act,scene,type,character,text
Act 2,Scene 5,description,,"[He chooses clothing for the day. He tries different pieces of clothing
and settles, perhaps, on a dress suit, plus a cape of the bed clothing:
something of color.]"
Act 2,Scene 5,dialogue,Scrooge,"I am light as a feather, I am happy as an angel. I am as merry
as a schoolboy. [Yells out window and then out to audience]
Merry Christmas to everybody! Merry Christmas to
everybody! A Happy New Year to all the world! Hallo here!
Whoop! Whoop! Hallo! Hallo! I don’t know what day of the
month it is! I don’t care! I don’t know anything! I’m quite a
baby! I don’t care! I don’t care a fig! I’d much rather be a baby than be an old wreck like me or Marley! (Sorry, Jacob.
wherever ye be!) Hallo! Hallo there!"
Act 2,Scene 5,dialogue,Scrooge,"[Church bells chime in Christmas Day. A small boy, named Adam,
is seen now D.R., as a light fades up on him.] Hey, you boy!
What’s today? What day of the year is it?"
Act 2,Scene 5,dialogue,Adam,"Today, sir? Why, it’s Christmas Day!"
Act 2,Scene 5,dialogue,Scrooge,"It’s Christmas Day, is it? Whoop! Well, I haven’t
missed it after all, have I? The Spirits did all they did in one
night. They can do anything they like, right? Of course they
can! Of course they can!"
Act 2,Scene 5,dialogue,Adam,"Excuse me, sir?"
Act 2,Scene 5,dialogue,Scrooge,"Huh? Oh, yes, of course. What’s your name, lad?"
Act 2,Scene 5,description,,"[Scrooge and Adam will play their scene from their own
spotlights.]"
Act 2,Scene 5,dialogue,Adam,"Adam, sir."
Act 2,Scene 5,dialogue,Scrooge,"Adam! What a fine, strong name! Do you know the
poulterer’s in the next street but one, at the corner?"
Act 2,Scene 5,dialogue,Adam,"I certainly should hope I know him, sir!"
Act 2,Scene 5,dialogue,Scrooge,"A remarkable boy! An intelligent boy! Do you
know whether the poulterer’s have sold the prize turkey that
was hanging up there? I don’t mean the little prize turkey,
Adam. I mean the big one!"
Act 2,Scene 5,dialogue,Adam,"What, do you mean the one they’ve got that’s as big
as me?"
Act 2,Scene 5,dialogue,Scrooge,"I mean, the turkey the size of Adam: that’s the bird!"
Act 2,Scene 5,dialogue,Adam,"It’s hanging there now, sir."
Act 2,Scene 5,dialogue,Scrooge,"It is? Go and buy it! No, no. I am absolutely in
earnest. Go and buy it and tell ’em to bring it here, so that I
may give them the directions to where I want it delivered, as
a gift. Come back here with the man, Adam, and I’ll give you
a shilling. Come back here with him in less than five minutes,
and I’ll give you half-a-crown!"
Act 2,Scene 5,dialogue,Adam,"Oh, my sir! Don’t let my brother in on this."
Act 2,Scene 5,description,,[Adam runs offstage. Marley smiles.]
Act 2,Scene 5,dialogue,Marley,"An act of kindness is like the first green grape of
summer: one leads to another and another and another. It
would take a queer man indeed to not follow an act of
kindness with an act of kindness. One simply whets the
tongue for more . . . the taste of kindness is too too sweet.
Gifts—goods—are lifeless. But the gift of goodness one feels
in the giving is full of life. It . . . is . . . a . . . wonder."
Act 2,Scene 5,description,,"[Pauses; moves closer to Scrooge, who is totally occupied with his
dressing and arranging of his room and his day. He is making lists,
etc. Marley reaches out to Scrooge.]"
Act 2,Scene 5,dialogue,Adam,"[Calling, off] I’m here! I’m here!"
Act 2,Scene 5,description,,"[Adam runs on with a man, who carries an enormous turkey.]"
Act 2,Scene 5,dialogue,Adam,"Here I am, sir. Three minutes flat! A world record! I’ve got the
poultryman and he’s got the poultry! [He pants, out of breath.]
I have earned my prize, sir, if I live . . ."
Act 2,Scene 5,description,,"[He holds his heart, playacting. Scrooge goes to him and embraces
him.]"
Act 2,Scene 5,dialogue,Scrooge,"You are truly a champion, Adam . . ."
Act 2,Scene 5,dialogue,Man,"Here’s the bird you ordered, sir . . ."
Act 2,Scene 5,dialogue,Scrooge,"Oh, my, MY!!! Look at the size of that turkey, will
you! He never could have stood upon his legs, that bird! He
would have snapped them off in a minute, like sticks of sealingwax! Why you’ll never be able to carry that bird to Camden-Town, I’ll give you money for a cab . . ."
Act 2,Scene 5,dialogue,Man,"Camden-Town’s where it’s goin’, sir?"
Act 2,Scene 5,dialogue,Scrooge,"Oh, I didn’t tell you? Yes, I’ve written the precise
address down just here on this . . . [Hands paper to him] Bob
Cratchit’s house. Now he’s not to know who sends him this.
Do you understand me? Not a word . . . [Handing out money
and chuckling]"
Act 2,Scene 5,dialogue,Man,"I understand, sir, not a word."
Act 2,Scene 5,dialogue,Scrooge,"Good. There you go then . . . this is for the
turkey . . . [Chuckle] . . . and this is for the taxi. [Chuckle] . . .
and this is for your world-record run, Adam . . ."
Act 2,Scene 5,dialogue,Adam,"But I don’t have change for that, sir."
Act 2,Scene 5,dialogue,Scrooge,"Then keep it, my lad. It’s Christmas!"
Act 2,Scene 5,dialogue,Adam,"[He kisses Scrooge’s cheek, quickly.] Thank you, sir.
Merry, Merry Christmas! [He runs off.]"
Act 2,Scene 5,dialogue,Man,"And you’ve given me a bit overmuch here, too, sir . . ."
Act 2,Scene 5,dialogue,Scrooge,"Of course I have, sir. It’s Christmas!"
Act 2,Scene 5,dialogue,Man,"Oh, well, thanking you, sir. I’ll have this bird to
Mr. Cratchit and his family in no time, sir. Don’t you worry
none about that. Merry Christmas to you, sir, and a very
happy New Year, too . . ."
Act 2,Scene 5,description,,"[The man exits. Scrooge walks in a large circle about the stage,
which is now gently lit. A chorus sings Christmas music far in the
distance. Bells chime as well, far in the distance. A gentlewoman
enters and passes. Scrooge is on the streets now.]"
Act 2,Scene 5,dialogue,Scrooge,"Merry Christmas, madam . . ."
Act 2,Scene 5,dialogue,Woman,"Merry Christmas, sir . . ."
Act 2,Scene 5,description,,[The portly businessman from the first act enters.]
Act 2,Scene 5,dialogue,Scrooge,"Merry Christmas, sir."
Act 2,Scene 5,dialogue,Portly Man,"Merry Christmas, sir."
Act 2,Scene 5,dialogue,Scrooge,"Oh, you! My dear sir! How do you do? I do hope
that you succeeded yesterday! It was very kind of you.
A Merry Christmas."
Act 2,Scene 5,dialogue,Portly Man,Mr. Scrooge?
Act 2,Scene 5,dialogue,Scrooge,"Yes, Scrooge is my name though I’m afraid you
may not find it very pleasant. Allow me to ask your pardon.
And will you have the goodness to—[He whispers into the
man’s ear.]"
Act 2,Scene 5,dialogue,Portly Man,"Lord bless me! My dear Mr. Scrooge, are you
serious!?!"
Act 2,Scene 5,dialogue,Scrooge,"If you please. Not a farthing10 less. A great many
back payments are included in it, I assure you. Will you do
me that favor?"
Act 2,Scene 5,dialogue,Portly Man,"My dear sir, I don’t know what to say to such
munifi—"
Act 2,Scene 5,dialogue,Scrooge,"[Cutting him off] Don’t say anything, please. Come
and see me. Will you?"
Act 2,Scene 5,dialogue,Portly Man,"I will! I will! Oh I will, Mr. Scrooge! It will be my
pleasure!"
Act 2,Scene 5,dialogue,Scrooge,"Thank’ee, I am much obliged to you. I thank you
fifty times. Bless you!"
Act 2,Scene 5,description,,"[Portly Man passes offstage, perhaps by moving backwards.
Scrooge now comes to the room of his Nephew and Niece. He
stops at the door, begins to knock on it, loses his courage, tries
again, loses his courage again, tries again, fails again, and then
backs off and runs at the door, causing a tremendous bump against
it. The Nephew and Niece are startled. Scrooge, poking head
into room]"
Act 2,Scene 5,dialogue,Scrooge,Fred!
Act 2,Scene 5,dialogue,Nephew,"Why, bless my soul! Who’s that?"
Act 2,Scene 5,dialogue,Nephew and Niece,[Together] How now? Who goes?
Act 2,Scene 5,dialogue,Scrooge,It’s I. Your Uncle Scrooge.
Act 2,Scene 5,dialogue,Niece,Dear heart alive!
Act 2,Scene 5,dialogue,Scrooge,"I have come to dinner. May I come in, Fred?"
Act 2,Scene 5,dialogue,Nephew,"May you come in???!!! With such pleasure for me
you may, Uncle!!! What a treat!"
Act 2,Scene 5,dialogue,Niece,"What a treat, Uncle Scrooge! Come in, come in!"
Act 2,Scene 5,description,,"[They embrace a shocked and delighted Scrooge: Fred calls into the
other room.]"
Act 2,Scene 5,dialogue,Nephew,"Come in here, everybody, and meet my Uncle
Scrooge! He’s come for our Christmas party!"
Act 2,Scene 5,description,,"[Music in. Lighting here indicates that day has gone to night and
gone to day again. It is early, early morning. Scrooge walks alone
from the party, exhausted, to his offices, opposite side of the stage.
He opens his offices. The offices are as they were at the start of the
play. Scrooge seats himself with his door wide open so he can see
into the tank, as he awaits Cratchit, who enters, head down, full of
guilt. Cratchit, starts writing almost before he sits.]"
Act 2,Scene 5,dialogue,Scrooge,"What do you mean by coming in here at this time
of day, a full eighteen minutes late, Mr. Cratchit? Hallo, sir?
Do you hear me?"
Act 2,Scene 5,dialogue,Bob,"I am very sorry, sir. I am behind my time."
Act 2,Scene 5,dialogue,Scrooge,"You are? Yes, I certainly think you are. Step this
way, sir, if you please . . ."
Act 2,Scene 5,dialogue,Bob,"It’s only but once a year, sir . . . It shall not be repeated.
I was making rather merry yesterday and into the night . . ."
Act 2,Scene 5,dialogue,Scrooge,"Now, I’ll tell you what, Cratchit. I am not going to
stand this sort of thing any longer. And therefore . . ."
Act 2,Scene 5,description,,[He stands and pokes his finger into Bob‘s chest.]
Act 2,Scene 5,dialogue,Scrooge,I am . . . about . . . to . . . raise . . . your salary.
Act 2,Scene 5,dialogue,Bob,"Oh, no, sir. I . . . [Realizes] what did you say, sir?"
Act 2,Scene 5,dialogue,Scrooge,"A Merry Christmas, Bob . . . [He claps Bob‘s back.]
A merrier Christmas, Bob, my good fellow! than I have given
you for many a year. I’ll raise your salary and endeavor to
assist your struggling family and we will discuss your affairs
this very afternoon over a bowl of smoking bishop.11 Bob!
Make up the fires and buy another coal scuttle before you dot
another i, Bob. It’s too cold in this place! We need warmth
and cheer, Bob Cratchit! Do you hear me? DO . . . YOU . . .
HEAR . . . ME?"
Act 2,Scene 5,description,,"[Bob Cratchit stands, smiles at Scrooge: Bob Cratchit faints.
Blackout. As the main lights black out, a spotlight appears on
Scrooge: C. Another on Marley: He talks directly to the audience.]"
Act 2,Scene 5,dialogue,Marley,"Scrooge was better than his word. He did it all and
infinitely more; and to Tiny Tim, who did NOT die, he was a
second father. He became as good a friend, as good a master,
as good a man, as the good old city knew, or any other good
old city, town, or borough in the good old world. And it was
always said of him that he knew how to keep Christmas well,
if any man alive possessed the knowledge. [Pauses] May that
be truly said of us, and all of us. And so, as Tiny Tim
observed . . ."
Act 2,Scene 5,dialogue,Tiny Tim,"[Atop Scrooge’s shoulder] God Bless Us, Every
One . . ."
Act 2,Scene 5,description,,"[Lights up on chorus, singing final Christmas Song. Scrooge and
Marley and all spirits and other characters of the play join in.
When the song is over, the lights fade to black.]"
